Date,Username,Tweet-text,Tweet Link,Retweets,Likes,TweetImageUrl,Image
2015/04/22_10:00,https://twitter.com/BarackObama,#ClimateChangeIsReal. So is the historic agreement between the U.S. and China last fall to cut carbon pollution.,https://twitter.com/BarackObama/status/590923138726121473,711,1573,,
2015/04/22_08:17,https://twitter.com/BarackObama,#ClimateChangeIsReal. So are the actions President Obama is taking to tackle it.pic.twitter.com/63jKisj8ZS,https://twitter.com/BarackObama/status/590897192266641408,1713,3500,https://pbs.twimg.com/media/CDNJ3U3UEAAQpob.png,
2015/04/21_14:30,https://twitter.com/BarackObama,The United States needs to #LeadOnTrade and sell more goods that are #MadeInAmerica.pic.twitter.com/Dci4g4QwsJ,https://twitter.com/BarackObama/status/590628647670829056,628,1337,https://pbs.twimg.com/media/B-YoE2sIAAAiFDY.jpg,
2015/04/21_10:32,https://twitter.com/BarackObama,Help organizers from across the country get the training needed to take their skills to the next level: http://ofa.bo/a4UZ ,https://twitter.com/BarackObama/status/590568837835292673,399,935,,
2015/04/21_07:44,https://twitter.com/BarackObama,If you want to take your organizing skills to the next level this is for you—apply to be an @OFA fellow now:http://ofa.bo/i4r0 ,https://twitter.com/BarackObama/status/590526640771375104,443,1060,,
2015/04/20_14:31,https://twitter.com/BarackObama,WATCH: This is why it's important for the United States to #LeadOnTrade.http://ofa.bo/q4pH ,https://twitter.com/BarackObama/status/590266686835556352,394,921,,
2015/04/20_09:57,https://twitter.com/BarackObama,This week we embrace our cherished lands and waters and celebrate the ways they enrich our nation. —President Obama #FindYourPark,https://twitter.com/BarackObama/status/590197663615725568,747,1664,,
2015/04/20_08:51,https://twitter.com/BarackObama,Let us seize this opportunity to experience all our great outdoors has to offer. —President Obama #FindYourParkpic.twitter.com/Ars1nVGcxF,https://twitter.com/BarackObama/status/590180946621566976,1430,3641,https://pbs.twimg.com/media/CDC-cStUgAA0cYo.jpg,
2015/04/18_12:14,https://twitter.com/BarackObama,Climate change can no longer be denied—or ignored. —President Obama http://ofa.bo/d4PC  #ActOnClimate,https://twitter.com/BarackObama/status/589507234482102272,1818,2760,,
2015/04/18_09:11,https://twitter.com/BarackObama,WATCH: In the weekly address President Obama talks about his commitment to #ActOnClimate.http://ofa.bo/e4NL ,https://twitter.com/BarackObama/status/589461177199013889,512,1144,,
2015/04/17_12:04,https://twitter.com/BarackObama,ICYMI: Check out the full video from the #ObamaTownHall on equal pay child care and more.http://ofa.bo/a4Qe ,https://twitter.com/BarackObama/status/589142426427662336,436,935,,
2015/04/17_10:19,https://twitter.com/BarackObama,This article debunks six big myths on climate change: http://ofa.bo/s4nl  (h/t @goodhousemag) #ActOnClimate,https://twitter.com/BarackObama/status/589115973174562817,717,1121,,
2015/04/16_11:37,https://twitter.com/BarackObama,We shouldn't have to choose between rewarding work and raising a family. —President Obama,https://twitter.com/BarackObama/status/588773104408662017,2006,3262,,
2015/04/16_11:32,https://twitter.com/BarackObama,Things like paid leave paid sick days child care equal pay—these are family issues and these are economic issues. —President Obama,https://twitter.com/BarackObama/status/588771972630196224,1246,2416,,
2015/04/16_11:29,https://twitter.com/BarackObama,Anything that holds women back holds back the entire country. —President Obama #EqualPayNow,https://twitter.com/BarackObama/status/588771143269490688,3140,4294,,
2015/04/16_11:26,https://twitter.com/BarackObama,Ensuring equal pay for women is a no-brainer. —President Obama #EqualPayNow,https://twitter.com/BarackObama/status/588770570155601921,1433,2561,,
2015/04/16_11:24,https://twitter.com/BarackObama,Because our workplaces have changed we have to change with them. —President Obama #EqualPayNow,https://twitter.com/BarackObama/status/588769976527364096,711,1523,,
2015/04/16_11:22,https://twitter.com/BarackObama,I believe in broad-based economic growth ... that's why we call it middle-class economics. —President Obama,https://twitter.com/BarackObama/status/588769512545091584,570,1277,,
2015/04/16_11:17,https://twitter.com/BarackObama,We all have a part to play to make sure that everybody's got a fair shot in this society. —President Obama,https://twitter.com/BarackObama/status/588768254941728768,962,1730,,
2015/04/16_11:14,https://twitter.com/BarackObama,LIVE: President Obama is speaking at a Champions of Change event highlighting people fighting for working families. http://ofa.bo/b4Qa ,https://twitter.com/BarackObama/status/588767316000706560,275,737,,
2015/04/16_10:56,https://twitter.com/BarackObama,Tune in at 2:10 p.m. ET to watch President Obama celebrate Americans who are fighting for working families: http://ofa.bo/f4m9 ,https://twitter.com/BarackObama/status/588762964947152896,272,722,,
2015/04/16_09:38,https://twitter.com/BarackObama,Happy #NationalHighFiveDay!pic.twitter.com/HkSzyr0rOK,https://twitter.com/BarackObama/status/588743310128254976,2401,4888,https://pbs.twimg.com/media/CCui66dUgAAXr97.jpg,
2015/04/16_08:33,https://twitter.com/BarackObama,LIVE: The White House is hosting the eighth annual Soldier Ride with the Wounded Warrior Project. http://ofa.bo/c4Mt ,https://twitter.com/BarackObama/status/588726827654451200,349,874,,
2015/04/15_11:52,https://twitter.com/BarackObama,LIVE: President Obama is speaking with @BlogHer and @SheKnows about equal pay paid leave and more. http://ofa.bo/a4Po  #ObamaTownHall,https://twitter.com/BarackObama/status/588414646383579136,435,974,,
2015/04/15_10:54,https://twitter.com/BarackObama,It's time for everyone to see equal pay and child care as the economic priorities they are: http://ofa.bo/q4jd  #ObamaTownHall,https://twitter.com/BarackObama/status/588400046443401216,1083,1911,,
2015/04/15_08:53,https://twitter.com/BarackObama,Don't miss today's #ObamaTownHall with @BlogHer and @SheKnows in Charlotte at 2:35 p.m. ET: http://ofa.bo/s4mR ,https://twitter.com/BarackObama/status/588369629694693377,401,881,,
2015/04/14_10:38,https://twitter.com/BarackObama,When women succeed America succeeds. —President Obama #EqualPayNow,https://twitter.com/BarackObama/status/588033710328524800,5620,7447,,
2015/04/14_08:03,https://twitter.com/BarackObama,It's time. #EqualPayNowpic.twitter.com/B3HbBxmMqw,https://twitter.com/BarackObama/status/587994664675868672,5862,7660,https://pbs.twimg.com/media/CCj6CBxVEAAJZ81.png,
2015/04/13_15:44,https://twitter.com/BarackObama,Climate change deniers are running out of excuses. #ActOnClimatepic.twitter.com/guYIY2dyBQ,https://twitter.com/BarackObama/status/587748242957303808,1577,2415,https://pbs.twimg.com/media/CCgZ6YzUIAANue4.png,
2015/04/13_12:22,https://twitter.com/BarackObama,Another reason Americans are #BetterWithObamacare:http://ofa.bo/s4kS ,https://twitter.com/BarackObama/status/587697273846366209,524,1349,,
2015/04/11_12:22,https://twitter.com/BarackObama,Two years of community college should become as free and as universal as high school is today. — @VP Joe Bidenhttp://ofa.bo/j4da ,https://twitter.com/BarackObama/status/586972618281975808,2275,4107,,
2015/04/11_09:58,https://twitter.com/BarackObama,In the weekly address @VP Joe Biden talks about the plan to make community college free for two years.http://ofa.bo/j4da ,https://twitter.com/BarackObama/status/586936328438308864,798,1709,,
2015/04/10_14:07,https://twitter.com/BarackObama,WATCH: The Obama administration supports a ban on conversion therapy to protect America's youth.http://ofa.bo/s4hM ,https://twitter.com/BarackObama/status/586636568049266688,973,1900,,
2015/04/10_10:45,https://twitter.com/BarackObama,President Obama is working with Caribbean leaders to make clean energy a priority. Find out how: http://ofa.bo/i4gF  #SwitchToClean,https://twitter.com/BarackObama/status/586585718492770304,795,1587,,
2015/04/10_08:55,https://twitter.com/BarackObama,Retweet if you agree: We have to #ActOnClimate now.pic.twitter.com/KOWM1nnGUu,https://twitter.com/BarackObama/status/586558054486839296,5777,3668,https://pbs.twimg.com/media/CCPfcQ9VIAAPVjV.png,
2015/04/09_13:50,https://twitter.com/BarackObama,Read how one organizer found his inspiration to take action:http://ofa.bo/q4ey ,https://twitter.com/BarackObama/status/586269885380087808,370,953,,
2015/04/09_10:11,https://twitter.com/BarackObama,16 million people or more have health insurance that didn't have it before. —President Obama on #Obamacarehttp://ofa.bo/h4fH ,https://twitter.com/BarackObama/status/586214898889129984,1036,2137,,
2015/04/09_07:57,https://twitter.com/BarackObama,Check out these great photos from this year's #EasterEggRoll: http://ofa.bo/h4fC  #TBTpic.twitter.com/0jfTpkAHxQ,https://twitter.com/BarackObama/status/586181231756312576,910,2789,https://pbs.twimg.com/media/CCKIuU0VEAAQetT.jpg,
2015/04/08_14:22,https://twitter.com/BarackObama,Man-made climate change is happening and it's a real threat to public health. Read more here: http://ofa.bo/f4fr ,https://twitter.com/BarackObama/status/585915660259037184,1374,2093,,
2015/04/08_10:19,https://twitter.com/BarackObama,Today marks an important milestone for civil rights. Read more from @vj44:http://ofa.bo/r4fy ,https://twitter.com/BarackObama/status/585854605877063680,613,1315,,
2015/04/08_07:59,https://twitter.com/BarackObama,"The White House is expanding ""Take Our Daughters and Sons to Work Day"" to kids who don't have a workplace to visit:http://ofa.bo/q4eY ",https://twitter.com/BarackObama/status/585819219473735680,644,1419,,
2015/04/07_12:53,https://twitter.com/BarackObama,Now is the time to #ActOnClimate.pic.twitter.com/drhUfpXrZN,https://twitter.com/BarackObama/status/585530859677229057,1475,2291,https://pbs.twimg.com/media/CCA5NsXW4AA2UkZ.png,
2015/04/07_09:55,https://twitter.com/BarackObama,Read how President Obama is working to minimize public health risks from climate change: http://ofa.bo/p4k2  #ActOnClimate,https://twitter.com/BarackObama/status/585486104272445440,581,1141,,
2015/04/07_08:28,https://twitter.com/BarackObama,The House's budget is based on trickle-down economics that have failed working families. See how it could affect you:http://ofa.bo/e4G8 ,https://twitter.com/BarackObama/status/585464218696036354,563,1052,,
2015/04/06_14:43,https://twitter.com/BarackObama,Happy #OpeningDay.pic.twitter.com/j6kwxAzPXU,https://twitter.com/BarackObama/status/585196137717563392,2953,7776,https://pbs.twimg.com/media/CB8IyRTUoAAo20H.jpg,
2015/04/06_11:48,https://twitter.com/BarackObama,This would be huge for working families: http://ofa.bo/r4fU  #LeadOnLeave,https://twitter.com/BarackObama/status/585152097907245056,392,1080,,
2015/04/06_07:55,https://twitter.com/BarackObama,Today is the 137th White House Easter Egg Roll. Check out the celebration here: http://ofa.bo/e4Fx  #GimmeFive,https://twitter.com/BarackObama/status/585093502381518848,465,1443,,
2015/04/04_08:20,https://twitter.com/BarackObama,WATCH: In the weekly address President Obama talks about the historic understanding reached with Iran.http://ofa.bo/t4dU ,https://twitter.com/BarackObama/status/584375093939331072,737,1500,,
2015/04/03_15:21,https://twitter.com/BarackObama,From my family to yours Chag Sameach. —President Obamapic.twitter.com/l500BWYpEl,https://twitter.com/BarackObama/status/584118539117694979,2673,5876,https://pbs.twimg.com/media/CBs0txUVEAAPmIV.jpg,
2015/04/03_11:58,https://twitter.com/BarackObama,The President is launching an initiative to train 75000 Americans—including veterans—to join the solar workforce:http://ofa.bo/j4b6 ,https://twitter.com/BarackObama/status/584067435705139200,1052,1901,,
2015/04/03_10:16,https://twitter.com/BarackObama,We've got to lead by example invest in the future train our workers to get jobs in the clean energy economy. —President Obama,https://twitter.com/BarackObama/status/584041912849444864,1225,2135,,
2015/04/03_10:11,https://twitter.com/BarackObama,We've got to be relentless in our work to grow the economy and create new jobs. —President Obama,https://twitter.com/BarackObama/status/584040566872084480,593,1421,,
2015/04/03_10:10,https://twitter.com/BarackObama,Since I took office solar electricity has gone up twenty-fold. —President Obama #ActOnClimate,https://twitter.com/BarackObama/status/584040220489719808,779,1765,,
2015/04/03_10:02,https://twitter.com/BarackObama,LIVE: President Obama is in Utah talking about training American workers for clean energy jobs. http://ofa.bo/t4d0  #ActOnClimate,https://twitter.com/BarackObama/status/584038354737430528,391,973,,
2015/04/03_09:37,https://twitter.com/BarackObama,Tune in at 1 p.m. ET to watch President Obama at Hill Air Force Base in Utah discuss the importance of clean energy: http://ofa.bo/d4Gj ,https://twitter.com/BarackObama/status/584032100715667456,353,878,,
2015/04/03_06:46,https://twitter.com/BarackObama,Our economy added 126000 jobs in March the 61st consecutive month of private-sector job growth.,https://twitter.com/BarackObama/status/583988922574843904,1217,2539,,
2015/04/02_15:15,https://twitter.com/BarackObama,LIVE: President Obama is speaking in Louisville Kentucky about the economy. http://ofa.bo/r4cV ,https://twitter.com/BarackObama/status/583754545827745792,405,1043,,
2015/04/02_14:18,https://twitter.com/BarackObama,Tune in at 5:50 p.m. ET to watch the President deliver remarks on our economy in Louisville Kentucky: http://ofa.bo/d4Fs ,https://twitter.com/BarackObama/status/583740185570979841,364,857,,
2015/04/02_13:14,https://twitter.com/BarackObama,We need a budget that works for every American—not just the wealthy few.pic.twitter.com/GOsmghWkdm,https://twitter.com/BarackObama/status/583724187883180032,1645,2981,https://pbs.twimg.com/media/CBnODjpUAAERN7T.png,
2015/04/02_11:30,https://twitter.com/BarackObama,Happening now: The President is delivering a statement on Iran.http://ofa.bo/j4Xv ,https://twitter.com/BarackObama/status/583698035294638080,708,1453,,
2015/04/02_08:14,https://twitter.com/BarackObama,This 9-year-old girl stood up for what she believes in and then got a letter back from the President:http://ofa.bo/b4Gc ,https://twitter.com/BarackObama/status/583648813488812032,1153,2134,,
2015/04/01_14:57,https://twitter.com/BarackObama,Read how #Obamacare is a major reason why we’ve seen an estimated 50000 fewer preventable patient deaths: http://ofa.bo/q4WG ,https://twitter.com/BarackObama/status/583387659428466688,712,1450,,
2015/04/01_12:22,https://twitter.com/BarackObama,Renewable energy investments are up 17 percent globally from 2013. Read more:http://ofa.bo/d4BT ,https://twitter.com/BarackObama/status/583348706776252416,703,1205,,
2015/04/01_10:38,https://twitter.com/BarackObama,The budget resolutions Congress passed would devastate programs millions of middle-class families rely upon.pic.twitter.com/r3sFun6Xc5,https://twitter.com/BarackObama/status/583322493378662400,755,1355,https://pbs.twimg.com/media/CBhgt3nUIAAMwTf.png,
2015/04/01_08:43,https://twitter.com/BarackObama,Climate change is a global problem. Here's another step towards solving it: http://ofa.bo/f4W9  #ActOnClimate,https://twitter.com/BarackObama/status/583293507743326208,752,1375,,
2015/03/31_15:56,https://twitter.com/BarackObama,Get ready for the final sprint. You have until midnight to enter ... Go! http://ofa.bo/b4EM pic.twitter.com/x76RVF9j9l,https://twitter.com/BarackObama/status/583040307534520320,767,1953,https://pbs.twimg.com/media/CBdgEd2VAAAW2E-.png,
2015/03/31_13:06,https://twitter.com/BarackObama,This shouldn't be a debate. #ActOnClimatepic.twitter.com/0seYdeb81r,https://twitter.com/BarackObama/status/582997469727883265,2434,3095,https://pbs.twimg.com/media/CBc5G_dVAAE-O67.png,
2015/03/31_10:55,https://twitter.com/BarackObama,You could talk about anything—even compare jump shots. Enter now: http://ofa.bo/b4D7 pic.twitter.com/gohG6pr0Hj,https://twitter.com/BarackObama/status/582964375130095616,591,1532,https://pbs.twimg.com/media/CBcbAoVVAAAWrZr.png,
2015/03/31_08:51,https://twitter.com/BarackObama,Be one of the people building this grassroots movement from the ground up: http://ofa.bo/i4Tl ,https://twitter.com/BarackObama/status/582933148905779201,434,1063,,
2015/03/30_14:53,https://twitter.com/BarackObama,Stay calm but act fast: There's one day left to enter for the chance to meet President Obama. http://ofa.bo/c47n pic.twitter.com/Daxot5WWkW,https://twitter.com/BarackObama/status/582661974816763904,626,1455,https://pbs.twimg.com/media/CBYH-nXUwAAFgNp.png,
2015/03/30_13:37,https://twitter.com/BarackObama,Another nation commits to #ActOnClimate—Mexico announced it would cut carbon pollution 25 percent by 2030: http://ofa.bo/d47w ,https://twitter.com/BarackObama/status/582642875382403072,699,1221,,
2015/03/30_12:09,https://twitter.com/BarackObama,Free flight free hotel and a chance to meet the President? Enter today: http://ofa.bo/q4Qa pic.twitter.com/sy3HPJzmes,https://twitter.com/BarackObama/status/582620688759926784,687,1688,https://pbs.twimg.com/media/CBXibc8UQAAq42u.png,
2015/03/30_09:16,https://twitter.com/BarackObama,LIVE: President Obama is speaking about the life and legacy of Senator Ted Kennedy in Boston. http://ofa.bo/g4MG ,https://twitter.com/BarackObama/status/582577167822774272,439,1060,,
2015/03/28_12:36,https://twitter.com/BarackObama,Protecting working Americans’ paychecks shouldn’t be a partisan issue. —President Obamahttp://ofa.bo/g4Kc ,https://twitter.com/BarackObama/status/581902700528422912,778,1651,,
2015/03/28_11:13,https://twitter.com/BarackObama,WATCH: The President highlights the progress made since he signed Wall Street reform into law five years ago. http://ofa.bo/g4Kc ,https://twitter.com/BarackObama/status/581881691662348288,422,1078,,
2015/03/28_09:44,https://twitter.com/BarackObama,You've got this: http://ofa.bo/b45Q pic.twitter.com/Iue5qqR3Lu,https://twitter.com/BarackObama/status/581859341915033600,677,2077,https://pbs.twimg.com/media/CBMt_OLWwAAz_f4.png,
2015/03/27_12:15,https://twitter.com/BarackObama,Check this off your bucket list. http://ofa.bo/s4MQ pic.twitter.com/0Dr0V3czMH,https://twitter.com/BarackObama/status/581535059003318272,1083,3407,https://pbs.twimg.com/media/CBIHDd1UIAAgGx4.png,
2015/03/27_10:46,https://twitter.com/BarackObama,Time and time again @SenatorReid stood up to special interests and made sure every one of his constituents had a voice. —President Obama,https://twitter.com/BarackObama/status/581512630566658048,521,1338,,
2015/03/27_08:07,https://twitter.com/BarackObama,Wouldn't it be nice to fly to D.C. to meet President Obama? Here's your chance: http://ofa.bo/g4Gw ,https://twitter.com/BarackObama/status/581472659747184640,513,1482,,
2015/03/26_16:26,https://twitter.com/BarackObama,If you believe in this grassroots movement for change make an investment in its future—chip in today: http://ofa.bo/q4J2 ,https://twitter.com/BarackObama/status/581235915642834944,357,820,,
2015/03/26_14:00,https://twitter.com/BarackObama,There's nothing we can't do if the American people decide it's time. —President Obama,https://twitter.com/BarackObama/status/581199014416265216,798,1781,,
2015/03/26_13:57,https://twitter.com/BarackObama,We're also our brother's keeper ... our sister's keeper. We're also a country that believes everyone gets a fair shot. —President Obama,https://twitter.com/BarackObama/status/581198417801715712,875,1876,,
2015/03/26_13:55,https://twitter.com/BarackObama,Wall Street reform what we passed five years ago is protecting working families and taxpayers. —President Obama,https://twitter.com/BarackObama/status/581197830196461569,357,1046,,
2015/03/26_13:53,https://twitter.com/BarackObama,I want to invest in basic research so the jobs and industry of the future take root here. —President Obama,https://twitter.com/BarackObama/status/581197257275518977,589,1359,,
2015/03/26_13:51,https://twitter.com/BarackObama,The deficit has come down by two-thirds since I've been president. —President Obama,https://twitter.com/BarackObama/status/581196788775931904,853,1807,,
2015/03/26_13:50,https://twitter.com/BarackObama,I want to put more people back to work—rebuilding our roads and our bridges modern ports faster trains faster internet —President Obama,https://twitter.com/BarackObama/status/581196457321095168,842,1846,,
2015/03/26_13:42,https://twitter.com/BarackObama,These ideas are not about ideology—the reason we proposed these ideas is because we know they work. —President Obama,https://twitter.com/BarackObama/status/581194592449617921,432,1132,,
2015/03/26_13:41,https://twitter.com/BarackObama,Two years of community college should be as free and universal as high school is today. —President Obama #CollegeOpportunity,https://twitter.com/BarackObama/status/581194261590315008,1964,3378,,
2015/03/26_13:38,https://twitter.com/BarackObama,Thanks to the hard work of the American people America's coming back. —President Obama,https://twitter.com/BarackObama/status/581193461598146560,605,1644,,
2015/03/26_13:36,https://twitter.com/BarackObama,More than 16 million Americans have gained the security of health insurance. —President Obama #BetterWithObamacare,https://twitter.com/BarackObama/status/581193144181604352,492,1300,,
2015/03/26_13:32,https://twitter.com/BarackObama,In America if you work hard you can get ahead. —President Obama,https://twitter.com/BarackObama/status/581191966785966080,1390,2264,,
2015/03/26_13:27,https://twitter.com/BarackObama,LIVE: President Obama is speaking about the economy at Lawson State Community College in Birmingham Alabama. http://ofa.bo/f4Kq ,https://twitter.com/BarackObama/status/581190666778243072,298,707,,
2015/03/26_12:39,https://twitter.com/BarackObama,Tune in at 4:10 p.m. ET to watch President Obama speak about the economy at Lawson State Community College: http://ofa.bo/r4L1 ,https://twitter.com/BarackObama/status/581178777306329088,294,679,,
2015/03/26_11:47,https://twitter.com/BarackObama,Add your name. Get entered to win a trip for two to D.C. Meet the President. It's that easy. http://ofa.bo/p4Oa ,https://twitter.com/BarackObama/status/581165705535610880,585,1516,,
2015/03/26_08:12,https://twitter.com/BarackObama,Get ready—enter for your chance to meet President Obama: http://ofa.bo/r4KO pic.twitter.com/ilxzLTtOmG,https://twitter.com/BarackObama/status/581111390762598401,935,2336,https://pbs.twimg.com/media/CBCFutSUUAAgG6K.png,
2015/03/25_16:09,https://twitter.com/BarackObama,Read how these three women's lives and careers are #BetterWithObamacare:http://ofa.bo/r4Jx ,https://twitter.com/BarackObama/status/580869030430396416,474,969,,
2015/03/25_14:10,https://twitter.com/BarackObama,This is a free trip for two to our nation's capital—and you'll get to meet President Obama: http://ofa.bo/r4Jw ,https://twitter.com/BarackObama/status/580839207595220993,420,1168,,
2015/03/25_11:02,https://twitter.com/BarackObama,It's the end of discrimination against the sick in America. —President Obama on how we're #BetterWithObamacare.http://ofa.bo/a42r ,https://twitter.com/BarackObama/status/580791922089832448,908,1691,,
2015/03/25_09:27,https://twitter.com/BarackObama,Think you can nail the punchline? Here's your chance: http://ofa.bo/r4Jn pic.twitter.com/2lAPhU7z9x,https://twitter.com/BarackObama/status/580768005153529857,742,1757,https://pbs.twimg.com/media/CA9Na-FVIAEDc1V.png,
2015/03/25_07:42,https://twitter.com/BarackObama,LIVE: President Obama is talking about the success of the Affordable Care Act. http://ofa.bo/j4Ge ,https://twitter.com/BarackObama/status/580741558338719744,369,972,,
2015/03/24_15:39,https://twitter.com/BarackObama,It is unbelievable what so many of these young people have accomplished. —President Obama http://ofa.bo/e3wG  #WHScienceFair,https://twitter.com/BarackObama/status/580499218810454016,663,1588,,
2015/03/24_11:18,https://twitter.com/BarackObama,"WATCH: President Obama talks with 6-year-old ""Supergirls"" at the #WHScienceFair.http://ofa.bo/g4DD ",https://twitter.com/BarackObama/status/580433487079034880,435,1083,,
2015/03/24_09:40,https://twitter.com/BarackObama,Share what inspired you to get involved and be automatically entered to meet the President: http://ofa.bo/b40r pic.twitter.com/qfGAxG2XgP,https://twitter.com/BarackObama/status/580408947187716096,899,2187,https://pbs.twimg.com/media/CA4G3JrWwAAA4eL.png,
2015/03/23_13:32,https://twitter.com/BarackObama,"Read how #Obamacare has been an ""amazing catalyst for job creation and innovation."" http://ofa.bo/t4Ce ",https://twitter.com/BarackObama/status/580104853680078848,787,1464,,
2015/03/23_11:00,https://twitter.com/BarackObama,Five years ago health care reform became law. Since then it's helped 16M people get covered: http://thndr.it/19CnkNS  #BetterWithObamacare,https://twitter.com/BarackObama/status/580066657600712705,787,1548,,
2015/03/23_10:07,https://twitter.com/BarackObama,On the fifth anniversary of health care reform see how America is #BetterWithObamacare: http://ofa.bo/c3tz pic.twitter.com/ZdvOy37FwM,https://twitter.com/BarackObama/status/580053146891780096,1041,2032,https://pbs.twimg.com/media/CAzDQ2NUkAIRWB3.png,
2015/03/23_08:43,https://twitter.com/BarackObama,"“Actual facts show that the Affordable Care Act is good for our economy."" —President Obama http://ofa.bo/r4DX  #BetterWithObamacare",https://twitter.com/BarackObama/status/580032204547301376,847,1575,,
2015/03/21_08:53,https://twitter.com/BarackObama,WATCH: The President calls on the Senate to stop playing politics and confirm Loretta Lynch as Attorney General.http://ofa.bo/i481 ,https://twitter.com/BarackObama/status/579309958740721666,936,1743,,
2015/03/20_11:39,https://twitter.com/BarackObama,LIVE: President Obama is speaking about helping all young Americans reach their full potential at the #WHFilmFest. http://ofa.bo/t46u ,https://twitter.com/BarackObama/status/578989238298906624,677,1496,,
2015/03/19_13:11,https://twitter.com/BarackObama,Vote on the Flunked-Science Four now: http://ofa.bo/a3pD  #ChampionDenierpic.twitter.com/wUamlZkOiv,https://twitter.com/BarackObama/status/578650084688150528,578,1105,https://pbs.twimg.com/media/CAfHL3jUgAAU7I-.png,
2015/03/19_12:00,https://twitter.com/BarackObama,The President announced a 40% cut in federal carbon pollution over the next decade saving $18 billion. http://ofa.bo/r44w  #ActOnClimate,https://twitter.com/BarackObama/status/578632045259145216,1016,1805,,
2015/03/19_07:42,https://twitter.com/BarackObama,America needs a budget that builds a stronger middle class—not one that revisits failed policies.pic.twitter.com/MQFFJp8gCT,https://twitter.com/BarackObama/status/578567102870622208,1898,3085,https://pbs.twimg.com/media/CAd7trhU8AAreYC.png,
2015/03/18_14:35,https://twitter.com/BarackObama,It's that time of year. Check out the Presidential Bracket. http://ofa.bo/g3z7  #Baracketology,https://twitter.com/BarackObama/status/578308711833214976,974,1729,,
2015/03/18_12:27,https://twitter.com/BarackObama,We know what works. We know what we have to do. We've just got to put aside the stale and outmoded debates. —President Obama,https://twitter.com/BarackObama/status/578276583842050049,789,1606,,
2015/03/18_12:25,https://twitter.com/BarackObama,Today I announced nearly $500 million in new public and private investment for American manufacturing. —President Obama,https://twitter.com/BarackObama/status/578275988770967553,650,1488,,
2015/03/18_12:24,https://twitter.com/BarackObama,I've proposed making two years of community college as free and universal as high school is today. —President Obama,https://twitter.com/BarackObama/status/578275795858157569,1871,3610,,
2015/03/18_12:23,https://twitter.com/BarackObama,I want to make sure all our kids get a great education from the earliest age. —President Obama,https://twitter.com/BarackObama/status/578275563732799488,2074,2519,,
2015/03/18_12:18,https://twitter.com/BarackObama,Republicans in Congress have put together the same proposals year after year after year. —President Obama,https://twitter.com/BarackObama/status/578274210251821056,556,1284,,
2015/03/18_12:17,https://twitter.com/BarackObama,The Republican budget would strip health insurance for millions of Americans. —President Obama,https://twitter.com/BarackObama/status/578273991900540928,509,1139,,
2015/03/18_12:13,https://twitter.com/BarackObama,There's nothing I'd like more than an opposition party that works with me to let hard-working Americans get ahead. —President Obama,https://twitter.com/BarackObama/status/578272956792483840,711,1502,,
2015/03/18_12:08,https://twitter.com/BarackObama,Reality has rendered it's judgement: Trickle-down economics does not work and middle-class economics does. —President Obama,https://twitter.com/BarackObama/status/578271735050436608,1093,1737,,
2015/03/18_12:07,https://twitter.com/BarackObama,We've emerged from what was a once-in-a-generation crisis better positioned for the future than any of our competitors. —President Obama,https://twitter.com/BarackObama/status/578271452534714368,387,942,,
2015/03/18_12:02,https://twitter.com/BarackObama,Since I took office we've cut our deficits as a share of our economy by about two-thirds. —President Obama,https://twitter.com/BarackObama/status/578270335834828800,543,1239,,
2015/03/18_12:00,https://twitter.com/BarackObama,More than 16 million Americans have gained the security of health care coverage. —President Obama,https://twitter.com/BarackObama/status/578269700833980417,500,1170,,
2015/03/18_11:59,https://twitter.com/BarackObama,The typical family this year should save more than $700 at the pump. —President Obama,https://twitter.com/BarackObama/status/578269516292964353,450,1117,,
2015/03/18_11:57,https://twitter.com/BarackObama,Every three weeks we produce as much solar power as we did in all of 2008. —President Obama,https://twitter.com/BarackObama/status/578269107834892288,1167,1909,,
2015/03/18_11:57,https://twitter.com/BarackObama,Today there are more job openings in the United States than any time since 2001. —President Obama,https://twitter.com/BarackObama/status/578268904104943616,738,1420,,
2015/03/18_11:56,https://twitter.com/BarackObama,We're now in the midst of the longest streak of private-sector growth on record. —President Obama,https://twitter.com/BarackObama/status/578268698907058176,453,1001,,
2015/03/18_11:55,https://twitter.com/BarackObama,America's businesses have added more than 200000 jobs each month for 12 straight months. —President Obama,https://twitter.com/BarackObama/status/578268504085782529,572,1114,,
2015/03/18_11:54,https://twitter.com/BarackObama,Do we retreat from the realities of a 21st century economy or do we advance together?—President Obama,https://twitter.com/BarackObama/status/578268258190520320,373,884,,
2015/03/18_11:47,https://twitter.com/BarackObama,LIVE: President Obama speaks at the City Club of Cleveland about the importance of middle-class economics. http://ofa.bo/g3z6 ,https://twitter.com/BarackObama/status/578266549875646464,309,681,,
2015/03/18_10:51,https://twitter.com/BarackObama,Tune in at 2:55 p.m. ET to watch President Obama talk about middle-class economics in Cleveland Ohio. http://ofa.bo/f43o ,https://twitter.com/BarackObama/status/578252483631271936,350,772,,
2015/03/18_09:23,https://twitter.com/BarackObama,Read the President's reply to a high school student's letter about the unequal distribution of school supplies:http://ofa.bo/s43X ,https://twitter.com/BarackObama/status/578230358740598784,541,1056,,
